vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:h4994:626:2010-12-09,"Health:Facilities construction, regulation, and payments",NONE,NONE,Health,NONE,NONE,no
111 Congress:h5013:229:2010-04-28,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h5019:252:2010-05-06,"Foreign Trade:International Private Business Investments, Overseas Private Investment Corporation (OPIC)",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h5019:253:2010-05-06,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h5019:254:2010-05-06,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h5019:255:2010-05-06,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h5072:348:2010-06-10,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5072:349:2010-06-10,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5072:350:2010-06-10,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5072:351:2010-06-10,"Law, Crime, and Family Issues:Child Abuse and Child Pornography",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h5072:353:2010-06-10,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h509:652:2009-07-28,International Affairs and Foreign Aid:International Resources Exploitation and Resources Agreement,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h5110:537:2010-09-23,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h5114:444:2010-07-15,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h5114:447:2010-07-15,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5116:262:2010-05-12,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h5116:263:2010-05-12,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h5116:264:2010-05-12,Energy:Research and Development,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h5116:265:2010-05-12,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h5116:267:2010-05-13,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h5116:330:2010-05-28,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h5116:332:2010-05-28,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h5116:659:2010-12-21,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h512:563:2010-09-29,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h5131:532:2010-09-22,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h5136:314:2010-05-27,Defense:Relief of Claims Against U.S. Military:,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h5136:315:2010-05-27,Energy:Natural Gas and Oil (Including Offshore Oil and Gas),NONE,NONE,Energy,NONE,NONE,no
111 Congress:h5136:316:2010-05-27,Community Development and Housing Issues:General,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5136:317:2010-05-27,Defense:VA Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h5136:318:2010-05-27,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h5136:336:2010-05-28,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h5146:226:2010-04-27,Defense:VA Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h515:919:2009-12-02,Energy:Nuclear Energy and Nuclear Regulatory Commission Issues,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h5175:389:2010-06-24,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h5175:391:2010-06-24,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h5281:278:2010-12-18,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h5281:625:2010-12-08,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h5297:221:2010-07-29,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h5297:222:2010-07-29,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5297:231:2010-09-14,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5297:232:2010-09-14,"Health:Regulation of drug industry, medical devices, and clinical labs",NONE,NONE,Health,NONE,NONE,no
111 Congress:h5297:233:2010-09-14,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h5297:236:2010-09-16,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5297:237:2010-09-16,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5297:375:2010-06-17,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5297:539:2010-09-23,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h5325:277:2010-05-19,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h5327:284:2010-05-20,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h548:92:2009-03-03,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h5486:363:2010-06-15,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h5510:655:2010-12-17,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5552:400:2010-06-29,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h556:651:2009-07-28,Environment:Species and Forest Protection,NONE,NONE,Environment,NONE,NONE,no
111 Congress:h5566:459:2010-07-21,"Law, Crime, and Family Issues:Child Abuse and Child Pornography",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h5609:425:2010-07-01,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h5618:398:2010-06-29,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h5618:423:2010-07-01,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h5730:471:2010-07-27,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h5827:479:2010-07-28,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h5850:488:2010-07-29,"Foreign Trade:Tariff and Import Restrictions, Import Regulation",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h5850:489:2010-07-29,Community Development and Housing Issues:Rural Economic Development,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5850:490:2010-07-29,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h5850:492:2010-07-29,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h5850:493:2010-07-29,Community Development and Housing Issues:Rural Economic Development,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5850:494:2010-07-29,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h5850:495:2010-07-29,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h5850:496:2010-07-29,"Foreign Trade:Productivity and Competitiveness of U.S. Business, U.S. Balance of Payments",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h5850:497:2010-07-29,Community Development and Housing Issues:Urban Economic Development and General Urban Issues,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h5850:498:2010-07-29,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h5850:499:2010-07-29,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h5851:506:2010-07-30,"Labor, Employment, and Immigration:Worker Safety and Protection, Occupational and Safety Health Administration (OSHA)",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h5901:502:2010-07-30,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h5982:514:2010-07-30,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h5987:611:2010-12-08,Social Welfare:Elderly Issues and Elderly Assistance Programs (Including Social Security Administration),NONE,NONE,Social Welfare,NONE,NONE,no
111 Congress:h5993:552:2010-09-29,Defense:Military Procurement and Weapons System Acquisitions and Evaluation,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h6160:555:2010-09-29,"Space, Science, Technology and Communications:NASA, U.S. Government Use of Space, Space Exploration Agreements",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h626:308:2009-06-04,"Labor, Employment, and Immigration:Parental Leave and Child Care",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h626:310:2009-06-04,"Labor, Employment, and Immigration:Parental Leave and Child Care",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h627:188:2009-05-12,"Law, Crime, and Family Issues:Criminal and Civil Code",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h627:191:2009-05-13,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:192:2009-05-13,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h627:194:2009-05-19,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:225:2009-04-30,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:226:2009-04-30,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:228:2009-04-30,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:276:2009-05-20,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h628:130:2009-03-17,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h628:651:2010-12-17,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h637:77:2009-02-24,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h6419:579:2010-11-18,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h6495:616:2010-12-08,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h6523:650:2010-12-17,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h6540:658:2010-12-21,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h725:455:2010-07-21,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h730:16:2010-01-21,"Law, Crime, and Family Issues:Family Issues",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h738:53:2009-02-04,"Law, Crime, and Family Issues:Prisons",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h80:76:2009-02-24,Environment:Species and Forest Protection,NONE,NONE,Environment,NONE,NONE,no
111 Congress:h847:269:2010-12-09,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h847:491:2010-07-29,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h847:550:2010-09-29,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h847:664:2010-12-22,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h86:946:2009-12-09,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h905:740:2009-09-29,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h911:72:2009-02-23,"Law, Crime, and Family Issues:Family Issues",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h915:291:2009-05-21,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h946:562:2010-09-29,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h957:199:2009-04-22,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h965:695:2009-09-10,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:s1390:231:2009-07-16,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:s1390:233:2009-07-16,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:s1390:238:2009-07-22,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:s160:65:2009-02-24,Government Operations:District of Columbia Affairs,NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:s160:69:2009-02-26,Government Operations:District of Columbia Affairs,NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:s160:73:2009-02-26,Government Operations:District of Columbia Affairs,NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:s181:12:2009-01-22,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:s181:14:2009-01-22,"Civil Rights, Minority Issues, and Civil Liberties:General (includes combinations of multiple subtopics)",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,yes
111 Congress:s181:4:2009-01-15,"Civil Rights, Minority Issues, and Civil Liberties:General (includes combinations of multiple subtopics)",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,yes
111 Congress:s1963:351:2009-11-19,"Health:Long-term care, home health, terminally ill, and rehabilitation services",NONE,NONE,Health,NONE,NONE,yes
