vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:h2039:521:2010-09-15,"Government Operations:Government Procurement, Procurement Fraud and Contractor Management",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2142:654:2010-12-17,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2142:660:2010-12-21,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2187:249:2009-05-13,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2187:250:2009-05-13,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2187:255:2009-05-14,Education:Special Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2187:259:2009-05-14,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2194:975:2009-12-15,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2194:219:2010-04-22,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2194:394:2010-06-24,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h22:701:2009-09-15,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2200:304:2009-06-04,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2200:305:2009-06-04,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2200:306:2009-06-04,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2200:307:2009-06-04,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2278:936:2009-12-08,International Affairs and Foreign Aid:Human Rights,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2288:273:2010-05-18,Environment:Species and Forest Protection,NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2314:56:2010-02-23,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2314:57:2010-02-23,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2314:58:2010-02-23,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2314:59:2010-02-23,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2346:196:2009-05-20,"Law, Crime, and Family Issues:Prisons",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h2346:200:2009-05-21,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2346:201:2009-05-21,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2346:202:2009-05-21,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2346:209:2009-06-18,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2346:210:2009-06-18,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2346:265:2009-05-14,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2346:348:2009-06-16,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2352:280:2009-05-20,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2378:554:2010-09-29,Foreign Trade:Exchange Rates and Related Issues,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2410:320:2009-06-10,Agriculture:Animal and Crop Disease and Pest Control,NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2410:321:2009-06-10,Energy:Nuclear Energy and Nuclear Regulatory Commission Issues,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h2410:324:2009-06-10,Community Development and Housing Issues:Rural Economic Development,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h2410:325:2009-06-10,"International Affairs and Foreign Aid:International Organizations other than Finance: United Nations (UN), UNESCO, International Red Cross",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2410:326:2009-06-10,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2410:328:2009-06-10,"International Affairs and Foreign Aid:U.S. Diplomats, U.S. Embassies, U.S. Citizens Abroad, Foreign Diplomats in the U.S., Passports",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2442:743:2009-09-30,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2442:789:2009-10-15,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2454:477:2009-06-26,Energy:Alternative and Renewable Energy,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h2489:817:2009-10-27,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2499:234:2010-04-29,Education:Special Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2499:236:2010-04-29,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2499:237:2010-04-29,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2499:239:2010-04-29,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2499:242:2010-04-29,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2647:326:2009-10-22,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:327:2009-10-22,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:453:2009-06-25,Defense:VA Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:454:2009-06-25,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2647:455:2009-06-25,"Defense:Military Installations, Construction, and Land Transfers",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:456:2009-06-25,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2647:457:2009-06-25,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:460:2009-06-25,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:753:2009-10-06,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2647:770:2009-10-08,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2701:558:2010-09-29,"Defense:Military Intelligence, CIA, Espionage",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2701:69:2010-02-26,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2701:71:2010-02-26,"Defense:Military Intelligence, CIA, Espionage",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2701:73:2010-02-26,"Defense:Military Intelligence, CIA, Espionage",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2729:597:2009-07-21,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2749:657:2009-07-29,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2749:680:2009-07-30,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2751:314:2009-06-09,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2751:661:2010-12-21,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2781:905:2009-11-19,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2847:316:2009-10-07,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2847:317:2009-10-08,"Space, Science, Technology and Communications:Telephone and Telecommunication Regulation",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h2847:320:2009-10-13,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:336:2009-11-05,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2847:337:2009-11-05,"Environment:Hazardous Waste and Toxic Chemical Regulation, Treatment, and Disposal",NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2847:338:2009-11-05,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h2847:339:2009-11-05,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2847:340:2009-11-05,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:23:2010-02-22,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:24:2010-02-24,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2847:25:2010-02-24,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:49:2010-03-15,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:54:2010-03-17,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:55:2010-03-17,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:350:2009-06-16,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:353:2009-06-17,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:354:2009-06-17,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:356:2009-06-18,"Law, Crime, and Family Issues:Prisons",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h2847:359:2009-06-18,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2847:360:2009-06-18,Defense:Oversight of Defense Contracts and Contractors,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2847:361:2009-06-18,Defense:Oversight of Defense Contracts and Contractors,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2847:362:2009-06-18,"Space, Science, Technology and Communications:Telephone and Telecommunication Regulation",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h2847:363:2009-06-18,"Foreign Trade:Productivity and Competitiveness of U.S. Business, U.S. Balance of Payments",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2847:364:2009-06-18,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:366:2009-06-18,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2847:367:2009-06-18,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:368:2009-06-18,Government Operations:Census,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:369:2009-06-18,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:370:2009-06-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2847:372:2009-06-18,Transportation:General (includes combinations of multiple subtopics),NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:373:2009-06-18,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2847:374:2009-06-18,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:375:2009-06-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2847:376:2009-06-18,"Law, Crime, and Family Issues:Police, Fire, and Weapons Control",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h2847:377:2009-06-18,Social Welfare:Social Services and Volunteer Associations,NONE,NONE,Social Welfare,NONE,NONE,no
111 Congress:h2847:378:2009-06-18,"Defense:Military Intelligence, CIA, Espionage",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2847:379:2009-06-18,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2847:380:2009-06-18,"Space, Science, Technology and Communications:Weather Forecasting and Related Issues, NOAA, Oceanography",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h2847:381:2009-06-18,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2847:382:2009-06-18,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:383:2009-06-18,Government Operations:Census,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:384:2009-06-18,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2847:386:2009-06-18,Government Operations:Census,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:388:2009-06-18,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:394:2009-06-18,Government Operations:Intergovernmental Relations,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2847:396:2009-06-18,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2847:404:2009-06-18,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:406:2009-06-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2847:408:2009-06-18,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:991:2009-12-16,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2847:90:2010-03-04,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h2868:869:2009-11-06,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2868:870:2009-11-06,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2868:871:2009-11-06,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2868:872:2009-11-06,Community Development and Housing Issues:Urban Economic Development and General Urban Issues,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h2868:873:2009-11-06,Community Development and Housing Issues:Low and Middle Income Housing Programs and Needs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:h2868:875:2009-11-06,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2892:218:2009-07-07,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2892:219:2009-07-08,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2892:220:2009-07-08,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2892:222:2009-07-08,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2892:223:2009-07-09,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2892:224:2009-07-09,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2892:226:2009-07-09,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h2892:227:2009-07-09,"Government Operations:Government Procurement, Procurement Fraud and Contractor Management",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2892:228:2009-07-09,"Law, Crime, and Family Issues:Police, Fire, and Weapons Control",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h2892:229:2009-07-09,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2892:323:2009-10-20,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2892:437:2009-06-24,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2892:439:2009-06-24,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2892:440:2009-06-24,Foreign Trade:Exchange Rates and Related Issues,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2892:441:2009-06-24,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2892:443:2009-06-24,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h2892:444:2009-06-24,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2892:445:2009-06-24,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2892:446:2009-06-24,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2892:447:2009-06-24,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2892:448:2009-06-24,"Space, Science, Technology and Communications:NASA, U.S. Government Use of Space, Space Exploration Agreements",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h2892:784:2009-10-15,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h2918:215:2009-07-06,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2918:216:2009-07-06,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2918:217:2009-07-06,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:300:2009-09-30,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:301:2009-09-30,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:302:2009-09-30,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:412:2009-06-19,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:413:2009-06-19,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:733:2009-09-23,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2918:739:2009-09-25,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2920:612:2009-07-22,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h2965:279:2010-12-18,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2965:281:2010-12-18,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2965:486:2009-07-08,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2965:638:2010-12-15,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h2996:291:2009-09-22,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2996:295:2009-09-24,Environment:Research and Development,NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2996:297:2009-09-24,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2996:298:2009-09-24,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2996:331:2009-10-29,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2996:467:2009-06-26,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2996:468:2009-06-26,"Foreign Trade:Tariff and Import Restrictions, Import Regulation",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2996:469:2009-06-26,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2996:470:2009-06-26,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2996:471:2009-06-26,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2996:472:2009-06-26,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h2996:473:2009-06-26,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2996:474:2009-06-26,"Foreign Trade:Tariff and Import Restrictions, Import Regulation",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2996:475:2009-06-26,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2996:826:2009-10-29,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2997:256:2009-08-03,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h2997:257:2009-08-04,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h2997:258:2009-08-04,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h2997:260:2009-08-04,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2997:261:2009-08-04,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2997:318:2009-10-08,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2997:498:2009-07-09,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2997:499:2009-07-09,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h2997:501:2009-07-09,"Health:Facilities construction, regulation, and payments",NONE,NONE,Health,NONE,NONE,no
111 Congress:h2997:502:2009-07-09,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h2997:503:2009-07-09,"Environment:Hazardous Waste and Toxic Chemical Regulation, Treatment, and Disposal",NONE,NONE,Environment,NONE,NONE,no
111 Congress:h2997:504:2009-07-09,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2997:505:2009-07-09,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h2997:506:2009-07-09,Education:Special Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2997:507:2009-07-09,Education:Special Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h2997:508:2009-07-09,"Space, Science, Technology and Communications:Telephone and Telecommunication Regulation",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h2997:510:2009-07-09,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2997:742:2009-09-29,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h2997:761:2009-10-07,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h3029:911:2009-12-01,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:h3040:487:2010-07-29,"Law, Crime, and Family Issues:Executive Branch Agencies Dealing With Law and Crime",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h3081:245:2010-09-29,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h3081:246:2010-09-29,"International Affairs and Foreign Aid:Asia, Pacific Rim, Australia, and Japan",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h3081:247:2010-09-29,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h3081:516:2009-07-09,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h3081:517:2009-07-09,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h3081:518:2009-07-09,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h3081:519:2009-07-09,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h3081:520:2009-07-09,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h3081:522:2009-07-09,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h3081:525:2009-07-09,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h3081:564:2010-09-30,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h3082:347:2009-11-17,"Foreign Trade:Export Promotion and Regulation, Export-Import Bank",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h3082:288:2010-12-21,Defense:General,NONE,NONE,Defense,NONE,NONE,no
