vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:s181:37:2009-01-27,"Civil Rights, Minority Issues, and Civil Liberties:General (includes combinations of multiple subtopics)",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,no
111 Congress:s1963:351:2009-11-19,"Health:Long-term care, home health, terminally ill, and rehabilitation services",NONE,NONE,Health,NONE,NONE,no
111 Congress:s22:2:2009-01-14,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:s22:3:2009-01-15,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:s22:117:2009-03-11,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:s3167:629:2010-12-14,Government Operations:Census,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:s3217:124:2010-04-26,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:125:2010-04-26,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:126:2010-04-27,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:127:2010-04-28,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:131:2010-05-05,Health:Comprehensive health care reform,NONE,NONE,Health,NONE,NONE,no
111 Congress:s3217:133:2010-05-06,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:134:2010-05-06,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:135:2010-05-06,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:136:2010-05-06,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:138:2010-05-11,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:139:2010-05-11,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:s3217:140:2010-05-11,Energy:Nuclear Energy and Nuclear Regulatory Commission Issues,NONE,NONE,Energy,NONE,NONE,no
111 Congress:s3217:141:2010-05-12,"Banking, Finance, and Domestic Commerce:Consumer Safety and Consumer Fraud",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:142:2010-05-12,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:144:2010-05-12,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:146:2010-05-13,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:s3217:147:2010-05-13,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:s3217:148:2010-05-13,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:149:2010-05-13,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:150:2010-05-13,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:151:2010-05-17,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:s3217:153:2010-05-18,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:s3217:154:2010-05-18,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:s3217:155:2010-05-18,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:s3217:156:2010-05-18,"Banking, Finance, and Domestic Commerce:Consumer Safety and Consumer Fraud",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:158:2010-05-19,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s3217:159:2010-05-19,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3217:160:2010-05-20,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s3217:161:2010-05-20,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s328:41:2009-01-28,"Space, Science, Technology and Communications:Broadcast Industry Regulation (TV, Cable, Radio)",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:s3307:603:2010-12-02,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:s3454:238:2010-09-21,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:s3454:270:2010-12-09,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:s352:52:2009-02-04,"Space, Science, Technology and Communications:Broadcast Industry Regulation (TV, Cable, Radio)",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:s3628:220:2010-07-27,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:s3729:561:2010-09-29,"Space, Science, Technology and Communications:NASA, U.S. Government Use of Space, Space Exploration Agreements",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:s3772:249:2010-11-17,"Labor, Employment, and Immigration:Fair Labor Standards",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:s3774:580:2010-11-18,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s3816:241:2010-09-27,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:s3816:242:2010-09-28,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:s386:161:2009-04-22,Agriculture:Agricultural Trade,NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:s386:162:2009-04-23,Macroeconomics:Industrial Policy,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:s3874:656:2010-12-17,Environment:Drinking Water Safety,NONE,NONE,Environment,NONE,NONE,no
111 Congress:s3985:267:2010-12-08,Social Welfare:Elderly Issues and Elderly Assistance Programs (Including Social Security Administration),NONE,NONE,Social Welfare,NONE,NONE,no
111 Congress:s3991:266:2010-12-08,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s454:254:2009-05-13,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,no
111 Congress:s510:250:2010-11-17,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:s510:251:2010-11-18,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:s510:252:2010-11-29,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s510:254:2010-11-29,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:s510:255:2010-11-30,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s510:256:2010-11-30,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s510:257:2010-11-30,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:s896:174:2009-04-30,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:s896:176:2009-05-04,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s896:177:2009-05-04,Community Development and Housing Issues:Low and Middle Income Housing Programs and Needs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:s896:178:2009-05-05,"Law, Crime, and Family Issues:Illegal Drug Production, Trafficking, and Control",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:s896:179:2009-05-05,Social Welfare:Assistance to the Disabled and Handicapped,NONE,NONE,Social Welfare,NONE,NONE,no
111 Congress:s896:181:2009-05-05,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:s896:182:2009-05-06,Community Development and Housing Issues:Low and Middle Income Housing Programs and Needs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:s896:183:2009-05-06,Environment:Land and Water Conservation,NONE,NONE,Environment,NONE,NONE,no
111 Congress:s896:184:2009-05-06,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:s896:271:2009-05-19,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:s987:645:2010-12-16,International Affairs and Foreign Aid:General (Department of State and U.S. Information Agency appropriations),NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:sc13:116:2009-03-31,Energy:Natural Gas and Oil (Including Offshore Oil and Gas),NONE,NONE,Energy,NONE,NONE,no
111 Congress:sc13:117:2009-03-31,Energy:Natural Gas and Oil (Including Offshore Oil and Gas),NONE,NONE,Energy,NONE,NONE,no
111 Congress:sc13:118:2009-03-31,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:119:2009-04-01,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:120:2009-04-01,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:122:2009-04-01,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:sc13:123:2009-04-01,"Defense:Military Nuclear and Hazardous Waste Disposal, Military Environmental Compliance",NONE,NONE,Defense,NONE,NONE,no
111 Congress:sc13:124:2009-04-01,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:125:2009-04-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:sc13:126:2009-04-01,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:sc13:127:2009-04-01,Health:Research and development,NONE,NONE,Health,NONE,NONE,no
111 Congress:sc13:128:2009-04-02,Health:Prescription drug coverage and costs,NONE,NONE,Health,NONE,NONE,no
111 Congress:sc13:129:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:sc13:131:2009-04-02,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:sc13:133:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:sc13:134:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:135:2009-04-02,Energy:Electricity and Hydroelectricity,NONE,NONE,Energy,NONE,NONE,no
111 Congress:sc13:139:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:141:2009-04-02,Environment:Research and Development,NONE,NONE,Environment,NONE,NONE,no
111 Congress:sc13:142:2009-04-02,Environment:Indoor Environmental Hazards,NONE,NONE,Environment,NONE,NONE,no
111 Congress:sc13:143:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:144:2009-04-02,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:sc13:145:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:147:2009-04-02,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:148:2009-04-02,Education:Special Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:sc13:149:2009-04-02,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:sc13:150:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:sc13:151:2009-04-02,"Banking, Finance, and Domestic Commerce:Consumer Safety and Consumer Fraud",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:sc13:152:2009-04-02,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:sc13:154:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:163:2009-04-23,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:164:2009-04-23,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:sc13:167:2009-04-23,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:168:2009-04-23,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:sc13:173:2009-04-29,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc13:216:2009-04-29,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:sc31:464:2009-06-26,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:sc72:633:2010-12-15,Community Development and Housing Issues:Low and Middle Income Housing Programs and Needs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:sj26:184:2010-06-10,"Environment:Air pollution, Global Warming, and Noise Pollution",NONE,NONE,Environment,NONE,NONE,no
111 Congress:sj30:239:2010-09-23,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:sj5:5:2009-01-15,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc131:515:2009-07-09,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc133:282:2009-05-21,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc163:736:2009-09-24,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:hc172:676:2009-07-30,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc210:865:2009-11-06,Government Operations:Federal Holidays,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc214:896:2009-11-18,Government Operations:Federal Holidays,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc223:978:2009-12-16,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc248:98:2010-03-10,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hc257:108:2010-03-25,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc257:178:2010-03-24,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc282:306:2010-05-27,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc293:409:2010-06-30,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc301:473:2010-07-27,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hc308:483:2010-07-29,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc321:248:2010-09-29,Government Operations:Federal Holidays,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc321:546:2010-09-29,Government Operations:Federal Holidays,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc332:572:2010-11-17,Government Operations:Federal Holidays,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc336:652:2010-12-17,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc47:60:2009-02-11,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hc76:144:2009-03-19,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hc85:189:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hc85:191:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hc85:192:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hc93:183:2009-04-02,Government Operations:Relief of Claims Against the U.S. Government,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hj101:593:2010-12-01,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:hj3:27:2009-01-22,Community Development and Housing Issues:Veterans Housing Assistance and Military Housing Programs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hj38:109:2009-03-06,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:hr1003:19:2010-01-26,Health:Research and development,NONE,NONE,Health,NONE,NONE,no
111 Congress:hr1017:9:2010-01-20,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr1031:262:2010-12-08,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:hr1031:263:2010-12-08,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:hr1031:264:2010-12-08,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,yes
111 Congress:hr1031:265:2010-12-08,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:hr1038:20:2010-01-27,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr1041:197:2010-04-13,International Affairs and Foreign Aid:Soviet Union and Former Republics,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr1042:198:2010-04-13,Community Development and Housing Issues:General,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr1051:29:2010-02-03,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1051:30:2010-02-03,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1065:45:2010-02-04,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1065:46:2010-02-04,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1075:158:2010-03-21,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:hr1079:91:2010-03-04,Community Development and Housing Issues:Urban Economic Development and General Urban Issues,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr1083:51:2010-02-23,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr1098:60:2010-02-24,"Banking, Finance, and Domestic Commerce:Corporate Mergers, Antitrust Regulation, and Corporate Management Issues",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1105:66:2010-02-25,"Defense:Military Intelligence, CIA, Espionage",NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1125:191:2010-03-25,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1126:78:2010-03-03,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1132:245:2010-05-04,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1137:87:2010-03-04,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1137:88:2010-03-04,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1146:95:2010-03-10,Defense:VA Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1164:106:2010-03-11,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1184:122:2010-03-17,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1190:129:2010-03-18,"Foreign Trade:Tariff and Import Restrictions, Import Regulation",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr1190:130:2010-03-18,"Foreign Trade:Tariff and Import Restrictions, Import Regulation",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr1192:136:2010-03-19,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr1194:132:2010-03-18,"Foreign Trade:Tariff and Import Restrictions, Import Regulation",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr1203:159:2010-03-21,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1203:160:2010-03-21,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1203:162:2010-03-21,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1203:163:2010-03-21,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1204:179:2010-03-24,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1205:172:2010-03-23,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr1205:173:2010-03-23,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr1212:188:2010-03-25,NONE,NONE,NONE,NONE,NONE,NONE,no
